---
division: d1
gender: W
matches: 1546
version: 2
---
dateET	timeET	rank	team	at	oppRank	opponent	outcome	score	location	conference	gender	division	teamId	opponentId	dualId	date
2022-03-12	12:00pm	  	GONZ 	at	  	TX ST	 	   	A	 	W	d1     				2022-03-12T17:00:00.000Z
2022-03-12	12:00pm	  	LT   	at	  	NICH 	 	   	A	 	W	d1     				2022-03-12T17:00:00.000Z
2022-03-12	12:00pm	  	NWSU 	at	  	SELU 	 	   	A	C	W	d1     				2022-03-12T17:00:00.000Z
2022-03-12	12:00pm	  	ORU  	at	  	USTMN	 	   	A	C	W	d1     				2022-03-12T17:00:00.000Z
2022-03-12	12:00pm	  	USF  	at	  	TULN 	 	   	A	C	W	d1     				2022-03-12T17:00:00.000Z
2022-03-12	 1:00pm	  	BELL 	at	  	CIN  	 	   	A	 	W	d1     				2022-03-12T18:00:00.000Z
2022-03-12	 1:00pm	  	GW   	at	  	JMU  	 	   	A	 	W	d1     				2022-03-12T18:00:00.000Z
2022-03-12	 1:00pm	  	RICE 	at	  	UNT  	 	   	A	C	W	d1     				2022-03-12T18:00:00.000Z
2022-03-12	 1:00pm	  	USF  	at	  	TULN 	 	   	A	C	W	d1     				2022-03-12T18:00:00.000Z
2022-03-12	 2:00pm	  	MILW 	at	  	CHIC 	 	   	A	 	W	d1     				2022-03-12T19:00:00.000Z
2022-03-12	 2:00pm	  	MURR 	at	  	WKU  	 	   	A	 	W	d1     				2022-03-12T19:00:00.000Z
2022-03-12	 2:00pm	  	PAC  	at	  	UTEP 	 	   	A	 	W	d1     				2022-03-12T19:00:00.000Z
2022-03-12	 4:00pm	  	MRSH 	at	  	MIAOH	 	   	A	 	W	d1     				2022-03-12T21:00:00.000Z
2022-03-12	 5:00pm	  	UNM  	at	  	SCLAR	 	   	A	 	W	d1     				2022-03-12T22:00:00.000Z
2022-03-12	 6:00pm	  	WIS  	at	  	DRAKE	 	   	A	 	W	d1     				2022-03-12T23:00:00.000Z
2022-03-12	 6:30pm	  	SLU  	at	  	NKU  	 	   	A	 	W	d1     				2022-03-12T23:30:00.000Z
2022-03-12	11:30am	  	MESA 	at	  	DIX  	 	   	A	 	W	d2/d1  				2022-03-12T16:30:00.000Z
2022-03-12	 4:00pm	  	MESA 	at	  	DIX  	 	   	A	 	W	d2/d1  				2022-03-12T21:00:00.000Z
2022-03-12	 6:00pm	  	HCRIN	at	  	CIN  	 	   	A	 	W	naia/d1				2022-03-12T23:00:00.000Z
2022-03-13	 1:00pm	 4	UGA  	at	  	SCAR 	 	   	A	C	W	d1     				2022-03-13T17:00:00.000Z
2022-03-13	12:00pm	  	ND   	at	12	GT   	 	   	A	C	W	d1     				2022-03-13T16:00:00.000Z
2022-03-13	 2:00pm	14	A&M  	at	  	MISS 	 	   	A	C	W	d1     				2022-03-13T18:00:00.000Z
2022-03-13	 1:00pm	19	KSU  	at	  	OKLA 	 	   	A	C	W	d1     				2022-03-13T17:00:00.000Z
2022-03-13	 1:00pm	21	LSU  	at	  	MSST 	 	   	A	C	W	d1     				2022-03-13T17:00:00.000Z
2022-03-13	10:00am	  	ALA&M	vs	  	ALCN 	 	   	N	C	W	d1     				2022-03-13T14:00:00.000Z
2022-03-13	10:00am	  	APP  	at	  	GAST 	 	   	A	C	W	d1     				2022-03-13T14:00:00.000Z
2022-03-13	10:00am	  	CCAR 	at	  	GASO 	 	   	A	C	W	d1     				2022-03-13T14:00:00.000Z
2022-03-13	11:00am	  	TOW  	at	  	SFU  	 	   	A	 	W	d1     				2022-03-13T15:00:00.000Z
2022-03-13	11:00am	  	TROY 	at	  	ULLAF	 	   	A	C	W	d1     				2022-03-13T15:00:00.000Z
2022-03-13	11:30am	  	HOU  	at	  	FAU  	 	   	A	 	W	d1     				2022-03-13T15:30:00.000Z
2022-03-13	12:00pm	  	ARK  	at	  	UK   	 	   	A	C	W	d1     				2022-03-13T16:00:00.000Z
2022-03-13	12:00pm	  	W ILL	at	  	USTMN	 	   	A	C	W	d1     				2022-03-13T16:00:00.000Z
2022-03-13	 1:00pm	  	URI  	at	  	CoC  	 	   	A	 	W	d1     				2022-03-13T17:00:00.000Z
2022-03-13	 1:00pm	  	CHAT 	at	  	MURR 	 	   	A	 	W	d1     				2022-03-13T17:00:00.000Z
2022-03-13	 1:00pm	  	CHAR 	vs	  	RICE 	 	   	N	C	W	d1     				2022-03-13T17:00:00.000Z
2022-03-13	 1:00pm	  	MIZZ 	at	  	VANDY	 	   	A	C	W	d1     				2022-03-13T17:00:00.000Z
2022-03-13	 2:00pm	  	KAN  	at	  	OKST 	 	   	A	C	W	d1     				2022-03-13T18:00:00.000Z
2022-03-13	 3:00pm	  	LIB  	at	  	UTSA 	 	   	A	 	W	d1     				2022-03-13T19:00:00.000Z
2022-03-13	 3:00pm	  	SE MO	at	  	WCU  	 	   	A	 	W	d1     				2022-03-13T19:00:00.000Z
2022-03-13	 3:00pm	  	OMAHA	at	  	UTRGV	 	   	A	 	W	d1     				2022-03-13T19:00:00.000Z
2022-03-13	 5:00pm	  	IDAHO	at	  	BOISE	 	   	A	 	W	d1     				2022-03-13T21:00:00.000Z
2022-03-13	 5:00pm	  	MILW 	at	  	WIWHI	 	   	A	 	W	d1/d3  				2022-03-13T21:00:00.000Z
2022-03-14	 1:00pm	  	NJIT 	at	  	UTRGV	 	   	A	 	W	d1     				2022-03-14T17:00:00.000Z
2022-03-14	 2:00pm	  	WKU  	at	  	UAB  	 	   	A	C	W	d1     				2022-03-14T18:00:00.000Z
2022-03-14	 2:00pm	  	UNM  	at	  	SF   	 	   	A	 	W	d1     				2022-03-14T18:00:00.000Z
2022-03-15	11:00am	  	DRAKE	at	  	ARIZ 	 	   	A	 	W	d1     				2022-03-15T15:00:00.000Z
2022-03-15	 1:00pm	  	PAC  	at	  	TARL 	 	   	A	 	W	d1     				2022-03-15T17:00:00.000Z
2022-03-15	 2:00pm	  	MARQ 	at	  	SHSU 	 	   	A	 	W	d1     				2022-03-15T18:00:00.000Z
2022-03-15	 2:00pm	  	CIN  	at	  	UMKC 	 	   	A	 	W	d1     				2022-03-15T18:00:00.000Z
2022-03-15	 3:00pm	  	SMU  	at	  	TULN 	 	   	A	C	W	d1     				2022-03-15T19:00:00.000Z
2022-03-15	 3:00pm	  	OMAHA	at	  	IWORD	 	   	A	 	W	d1     				2022-03-15T19:00:00.000Z
2022-03-15	 3:00pm	  	UCONN	at	  	FSC  	 	   	A	 	W	d1/d2  				2022-03-15T19:00:00.000Z
2022-03-16	10:30am	  	UAB  	at	  	USF  	 	   	A	 	W	d1     				2022-03-16T14:30:00.000Z
2022-03-16	11:00am	  	JMU  	at	  	CCAR 	 	   	A	 	W	d1     				2022-03-16T15:00:00.000Z
2022-03-16	12:00pm	  	URI  	at	  	GASO 	 	   	A	 	W	d1     				2022-03-16T16:00:00.000Z
2022-03-16	12:00pm	  	TTU  	at	  	NEB  	 	   	A	 	W	d1     				2022-03-16T16:00:00.000Z
2022-03-16	 1:00pm	  	UNO  	at	  	LT   	 	   	A	 	W	d1     				2022-03-16T17:00:00.000Z
2022-03-16	 2:00pm	  	BING 	at	  	SHSU 	 	   	A	 	W	d1     				2022-03-16T18:00:00.000Z
2022-03-16	 2:00pm	  	W&M  	at	  	ECAR 	 	   	A	 	W	d1     				2022-03-16T18:00:00.000Z
2022-03-16	 2:00pm	  	W ILL	at	  	YSU  	 	   	A	 	W	d1     				2022-03-16T18:00:00.000Z
2022-03-16	 3:00pm	  	LIB  	at	  	TX ST	 	   	A	 	W	d1     				2022-03-16T19:00:00.000Z
2022-03-16	 4:00pm	  	SJSU 	at	  	SMCC 	 	   	A	 	W	d1     				2022-03-16T20:00:00.000Z
2022-03-16	 5:00pm	  	CLEV 	at	  	FGCU 	 	   	A	 	W	d1     				2022-03-16T21:00:00.000Z
2022-03-16	 8:00pm	  	BUCK 	at	  	HAW  	 	   	A	 	W	d1     				2022-03-17T00:00:00.000Z
2022-03-17	 1:00pm	  	TULSA	at	19	OKLA 	 	   	A	 	W	d1     				2022-03-17T17:00:00.000Z
2022-03-17	10:00am	  	DEL  	at	  	TEM  	 	   	A	 	W	d1     				2022-03-17T14:00:00.000Z
2022-03-17	12:00pm	  	W&M  	at	  	UNCW 	 	   	A	C	W	d1     				2022-03-17T16:00:00.000Z
2022-03-17	12:00pm	  	CIN  	at	  	WICH 	 	   	A	C	W	d1     				2022-03-17T16:00:00.000Z
2022-03-17	 1:00pm	  	DRAKE	at	  	GCU  	 	   	A	 	W	d1     				2022-03-17T17:00:00.000Z
2022-03-17	 2:00pm	  	NAU  	at	  	SF   	 	   	A	 	W	d1     				2022-03-17T18:00:00.000Z
2022-03-17	 3:00pm	  	WKU  	at	  	ALA&M	 	   	A	 	W	d1     				2022-03-17T19:00:00.000Z
2022-03-17	 3:00pm	  	SE MO	at	  	GWEBB	 	   	A	 	W	d1     				2022-03-17T19:00:00.000Z
2022-03-17	 3:00pm	  	HOW  	vs	  	NORF 	 	   	N	C	W	d1     				2022-03-17T19:00:00.000Z
2022-03-17	 5:00pm	  	BUCK 	at	  	HAW  	 	   	A	 	W	d1     				2022-03-17T21:00:00.000Z
2022-03-18	 2:00pm	 1	TEX  	at	  	WVU  	 	   	A	C	W	d1     				2022-03-18T18:00:00.000Z
2022-03-18	 5:00pm	  	BC   	at	 6	DUKE 	 	   	A	C	W	d1     				2022-03-18T21:00:00.000Z
2022-03-18	 3:00pm	15	FSU  	at	 7	UVA  	 	   	A	C	W	d1     				2022-03-18T19:00:00.000Z
2022-03-18	 5:00pm	 8	NCST 	at	  	CLEM 	 	   	A	C	W	d1     				2022-03-18T21:00:00.000Z
2022-03-18	 4:30pm	  	UTAH 	at	 9	CAL  	 	   	A	C	W	d1     				2022-03-18T20:30:00.000Z
2022-03-18	 6:00pm	10	OSU  	at	  	IOWA 	 	   	A	C	W	d1     				2022-03-18T22:00:00.000Z
2022-03-18	 4:00pm	  	WAKE 	at	12	GT   	 	   	A	C	W	d1     				2022-03-18T20:00:00.000Z
2022-03-18	 6:00pm	  	VANDY	at	14	A&M  	 	   	A	C	W	d1     				2022-03-18T22:00:00.000Z
2022-03-18	 3:00pm	20	FLA  	at	  	MIZZ 	 	   	A	C	W	d1     				2022-03-18T19:00:00.000Z
2022-03-18	 5:00pm	25	AUB  	at	  	MSST 	 	   	A	C	W	d1     				2022-03-18T21:00:00.000Z
2022-03-18	10:00am	  	UTA  	at	  	APP  	 	   	A	 	W	d1     				2022-03-18T14:00:00.000Z
2022-03-18	10:00am	  	TX ST	at	  	CCAR 	 	   	A	C	W	d1     				2022-03-18T14:00:00.000Z
2022-03-18	11:00am	  	URI  	at	  	CHSO 	 	   	A	 	W	d1     				2022-03-18T15:00:00.000Z
2022-03-18	11:00am	  	MRSH 	vs	  	UTSA 	 	   	N	C	W	d1     				2022-03-18T15:00:00.000Z
2022-03-18	11:00am	  	UAB  	at	  	UNF  	 	   	A	 	W	d1     				2022-03-18T15:00:00.000Z
2022-03-18	11:00am	  	ULM  	at	  	ULLAF	 	   	A	C	W	d1     				2022-03-18T15:00:00.000Z
2022-03-18	12:00pm	  	MARQ 	at	  	RICE 	 	   	A	 	W	d1     				2022-03-18T16:00:00.000Z
2022-03-18	12:00pm	  	PSU  	at	  	NEB  	 	   	A	C	W	d1     				2022-03-18T16:00:00.000Z
2022-03-18	12:00pm	  	USF  	at	  	WICH 	 	   	A	C	W	d1     				2022-03-18T16:00:00.000Z
2022-03-18	 1:00pm	  	LIB  	at	  	KENN 	 	   	A	C	W	d1     				2022-03-18T17:00:00.000Z
2022-03-18	 1:00pm	  	BUFF 	at	  	MIAOH	 	   	A	C	W	d1     				2022-03-18T17:00:00.000Z
2022-03-18	 1:00pm	  	TEM  	at	  	PENN 	 	   	A	 	W	d1     				2022-03-18T17:00:00.000Z
2022-03-18	 3:00pm	  	DUQ  	at	  	YSU  	 	   	A	 	W	d1     				2022-03-18T19:00:00.000Z
2022-03-18	 4:00pm	  	BAMA 	at	  	MISS 	 	   	A	C	W	d1     				2022-03-18T20:00:00.000Z
2022-03-18	 5:00pm	  	BELL 	at	  	FGCU 	 	   	A	C	W	d1     				2022-03-18T21:00:00.000Z
2022-03-18	 6:00pm	  	HOW  	vs	  	SCST 	 	   	N	C	W	d1     				2022-03-18T22:00:00.000Z
2022-03-18	 6:00pm	  	SCAR 	at	  	ARK  	 	   	A	C	W	d1     				2022-03-18T22:00:00.000Z
2022-03-18	 2:00pm	  	IUPUI	vs	  	FSC  	 	   	N	 	W	d1/d2  				2022-03-18T18:00:00.000Z
2022-03-19	12:00pm	 4	UGA  	at	22	TENN 	 	   	A	C	W	d1     				2022-03-19T16:00:00.000Z
2022-03-19	12:00am	  	UNCG 	at	  	SAM  	 	   	A	C	W	d1     				2022-03-19T04:00:00.000Z
2022-03-19	 1:00am	  	VCU  	at	  	UNT  	 	   	A	 	W	d1     				2022-03-19T05:00:00.000Z
2022-03-19	 2:00am	  	LAMAR	vs	  	TARL 	 	   	N	C	W	d1     				2022-03-19T06:00:00.000Z
2022-03-19	 9:00am	  	DART 	at	  	USD  	 	   	A	 	W	d1     				2022-03-19T13:00:00.000Z
2022-03-19	10:00am	  	W&M  	at	  	CoC  	 	   	A	C	W	d1     				2022-03-19T14:00:00.000Z
2022-03-19	10:00am	  	GASO 	at	  	SALA 	 	   	A	C	W	d1     				2022-03-19T14:00:00.000Z
2022-03-19	10:00am	  	UTSA 	at	  	UNLV 	 	   	A	 	W	d1     				2022-03-19T14:00:00.000Z
2022-03-19	11:00am	  	ARST 	at	  	ULLAF	 	   	A	C	W	d1     				2022-03-19T15:00:00.000Z
2022-03-19	11:00am	  	MOST 	at	  	LT   	 	   	A	 	W	d1     				2022-03-19T15:00:00.000Z
2022-03-19	11:00am	  	PVA&M	at	  	SOU  	 	   	A	C	W	d1     				2022-03-19T15:00:00.000Z
2022-03-19	12:00pm	  	HOW  	vs	  	NCCU 	 	   	N	C	W	d1     				2022-03-19T16:00:00.000Z
2022-03-19	12:00pm	  	NWSU 	at	  	UNO  	 	   	A	C	W	d1     				2022-03-19T16:00:00.000Z
2022-03-19	12:00pm	  	UTRGV	at	  	SHSU 	 	   	A	C	W	d1     				2022-03-19T16:00:00.000Z
2022-03-19	 1:00pm	  	GTWN 	at	  	GW   	 	   	A	 	W	d1     				2022-03-19T17:00:00.000Z
2022-03-19	 1:00pm	  	WIS  	at	  	NW   	 	   	A	C	W	d1     				2022-03-19T17:00:00.000Z
2022-03-19	 2:00pm	  	TULN 	at	  	HOU  	 	   	A	C	W	d1     				2022-03-19T18:00:00.000Z
2022-03-19	 2:00pm	  	UND  	at	  	W ILL	 	   	A	 	W	d1     				2022-03-19T18:00:00.000Z
2022-03-19	 4:00pm	  	SFU  	at	  	LIPST	 	   	A	C	W	d1     				2022-03-19T20:00:00.000Z
2022-03-19	 2:00pm	  	W AL 	at	  	LT   	 	   	A	 	W	d2/d1  				2022-03-19T18:00:00.000Z
2022-03-19	12:00pm	  	RTNEW	at	  	MD   	 	   	A	C	W	d3/d1  				2022-03-19T16:00:00.000Z
2022-03-20	12:00pm	  	SYR  	at	 6	DUKE 	 	   	A	C	W	d1     				2022-03-20T16:00:00.000Z
2022-03-20	11:00am	24	MIA  	at	 7	UVA  	 	   	A	C	W	d1     				2022-03-20T15:00:00.000Z
2022-03-20	 1:00am	 8	NCST 	at	12	GT   	 	   	A	C	W	d1     				2022-03-20T05:00:00.000Z
2022-03-20	 3:00pm	 9	COLO 	at	  	CAL  	 	   	A	C	W	d1     				2022-03-20T19:00:00.000Z
2022-03-20	12:00pm	10	OSU  	at	  	NEB  	 	   	A	C	W	d1     				2022-03-20T16:00:00.000Z
2022-03-20	11:00am	11	BAY  	at	  	WVU  	 	   	A	C	W	d1     				2022-03-20T15:00:00.000Z
2022-03-20	 1:00pm	  	OKST 	at	12	UCF  	 	   	A	 	W	d1     				2022-03-20T17:00:00.000Z
2022-03-20	12:00pm	  	UK   	at	14	A&M  	 	   	A	C	W	d1     				2022-03-20T16:00:00.000Z
2022-03-20	 3:00pm	  	UTAH 	at	17	STAN 	 	   	A	C	W	d1     				2022-03-20T19:00:00.000Z
2022-03-20	 2:00pm	20	FLA  	at	  	ARK  	 	   	A	C	W	d1     				2022-03-20T18:00:00.000Z
2022-03-20	 2:00pm	25	AUB  	at	  	MISS 	 	   	A	C	W	d1     				2022-03-20T18:00:00.000Z
2022-03-20	 2:00am	  	ABCHR	vs	  	UTRGV	 	   	N	C	W	d1     				2022-03-20T06:00:00.000Z
2022-03-20	 2:00am	  	SFA  	vs	  	TARL 	 	   	N	C	W	d1     				2022-03-20T06:00:00.000Z
2022-03-20	10:00am	  	TX ST	at	  	APP  	 	   	A	 	W	d1     				2022-03-20T14:00:00.000Z
2022-03-20	10:00am	  	BELL 	at	  	KENN 	 	   	A	C	W	d1     				2022-03-20T14:00:00.000Z
2022-03-20	10:00am	  	UTA  	at	  	CCAR 	 	   	A	C	W	d1     				2022-03-20T14:00:00.000Z
2022-03-20	10:00am	  	LIB  	at	  	FGCU 	 	   	A	C	W	d1     				2022-03-20T14:00:00.000Z
2022-03-20	10:00am	  	GASO 	at	  	TROY 	 	   	A	C	W	d1     				2022-03-20T14:00:00.000Z
2022-03-20	10:00am	  	SFU  	at	  	MSM  	 	   	A	C	W	d1     				2022-03-20T14:00:00.000Z
2022-03-20	10:00am	  	MILW 	at	  	SIUE 	 	   	A	 	W	d1     				2022-03-20T14:00:00.000Z
2022-03-20	10:00am	  	VCU  	at	  	SMU  	 	   	A	 	W	d1     				2022-03-20T14:00:00.000Z
2022-03-20	11:00am	  	ALA&M	at	  	BEL  	 	   	A	 	W	d1     				2022-03-20T15:00:00.000Z
2022-03-20	11:00am	  	VALPO	at	  	BUTL 	 	   	A	 	W	d1     				2022-03-20T15:00:00.000Z
2022-03-20	11:00am	  	UNF  	at	  	STET 	 	   	A	C	W	d1     				2022-03-20T15:00:00.000Z
2022-03-20	11:00am	  	USF  	at	  	TULSA	 	   	A	C	W	d1     				2022-03-20T15:00:00.000Z
2022-03-20	12:00pm	  	DART 	at	  	UCSD 	 	   	A	 	W	d1     				2022-03-20T16:00:00.000Z
2022-03-20	12:00pm	  	TULN 	at	  	RICE 	 	   	A	 	W	d1     				2022-03-20T16:00:00.000Z
2022-03-20	 1:00pm	  	BAMA 	at	  	MSST 	 	   	A	C	W	d1     				2022-03-20T17:00:00.000Z
2022-03-20	 1:00pm	  	MINN 	at	  	NW   	 	   	A	C	W	d1     				2022-03-20T17:00:00.000Z
2022-03-20	 1:00pm	  	PSU  	at	  	IOWA 	 	   	A	C	W	d1     				2022-03-20T17:00:00.000Z
2022-03-20	 1:00pm	  	SCAR 	at	  	MIZZ 	 	   	A	C	W	d1     				2022-03-20T17:00:00.000Z
2022-03-20	 2:00pm	  	GONZ 	at	  	BOISE	 	   	A	 	W	d1     				2022-03-20T18:00:00.000Z
2022-03-20	 2:00pm	  	BG   	at	  	NIU  	 	   	A	C	W	d1     				2022-03-20T18:00:00.000Z
2022-03-20	 2:00pm	  	LAMAR	at	  	SHSU 	 	   	A	C	W	d1     				2022-03-20T18:00:00.000Z
2022-03-20	 4:00pm	  	WAKE 	at	  	CLEM 	 	   	A	C	W	d1     				2022-03-20T20:00:00.000Z
2022-03-20	 4:00pm	  	XAV  	at	  	MIAOH	 	   	A	 	W	d1     				2022-03-20T20:00:00.000Z
2022-03-20	 5:00pm	  	ALCN 	at	  	MSST 	 	   	A	C	W	d1     				2022-03-20T21:00:00.000Z
2022-03-20	 2:00pm	  	UTPB 	at	  	UTEP 	 	   	A	 	W	d2/d1  				2022-03-20T18:00:00.000Z
2022-03-21	12:00pm	  	USTMN	vs	  	WGA  	 	   	N	 	W	d1/d2  				2022-03-21T16:00:00.000Z
2022-03-22	 3:00pm	  	UCSB 	at	17	STAN 	 	   	A	 	W	d1     				2022-03-22T19:00:00.000Z
2022-03-22	11:00am	  	STET 	vs	  	USTMN	 	   	N	 	W	d1     				2022-03-22T15:00:00.000Z
2022-03-22	 1:00pm	  	DREX 	at	  	W&M  	 	   	A	C	W	d1     				2022-03-22T17:00:00.000Z
2022-03-22	 2:00pm	  	MER  	at	  	SAM  	 	   	A	C	W	d1     				2022-03-22T18:00:00.000Z
2022-03-22	 2:00pm	  	MD   	at	  	PENN 	 	   	A	 	W	d1     				2022-03-22T18:00:00.000Z
2022-03-22	 3:00pm	  	UCSD 	at	  	SJSU 	 	   	A	 	W	d1     				2022-03-22T19:00:00.000Z
2022-03-22	 4:00pm	  	QU   	at	  	W ILL	 	   	A	 	W	d2/d1  				2022-03-22T20:00:00.000Z
2022-03-23	 6:00pm	 2	PEPP 	at	  	UCSB 	 	   	A	 	W	d1     				2022-03-23T22:00:00.000Z
2022-03-23	 3:00pm	  	NW   	at	 6	DUKE 	 	   	A	 	W	d1     				2022-03-23T19:00:00.000Z
2022-03-23	10:00am	  	APP  	at	  	CCAR 	 	   	A	C	W	d1     				2022-03-23T14:00:00.000Z
2022-03-23	12:00pm	  	NICH 	at	  	TULN 	 	   	A	 	W	d1     				2022-03-23T16:00:00.000Z
2022-03-23	 2:00pm	  	DART 	at	  	SDSU 	 	   	A	 	W	d1     				2022-03-23T18:00:00.000Z
2022-03-23	 3:00pm	  	TEM  	at	  	NOVA 	 	   	A	 	W	d1     				2022-03-23T19:00:00.000Z
2022-03-23	 4:00pm	  	UNO  	at	  	TULN 	 	   	A	 	W	d1     				2022-03-23T20:00:00.000Z
2022-03-23	 6:00pm	  	USTMN	vs	  	TRICT	 	   	N	 	W	d1/d3  				2022-03-23T22:00:00.000Z
2022-03-24	 1:00am	  	APP  	at	  	CHSO 	 	   	A	 	W	d1     				2022-03-24T05:00:00.000Z
2022-03-24	11:00am	  	USTMN	at	  	BCOOK	 	   	A	 	W	d1     				2022-03-24T15:00:00.000Z
2022-03-24	 2:00pm	  	DART 	at	  	CSLB 	 	   	A	 	W	d1     				2022-03-24T18:00:00.000Z
2022-03-25	 6:00pm	 1	TEX  	at	  	OKST 	 	   	A	C	W	d1     				2022-03-25T22:00:00.000Z
2022-03-25	 5:00pm	 3	UNC  	at	24	MIA  	 	   	A	C	W	d1     				2022-03-25T21:00:00.000Z
2022-03-25	 4:00pm	21	LSU  	at	 4	UGA  	 	   	A	C	W	d1     				2022-03-25T20:00:00.000Z
2022-03-25	 4:30pm	 5	UCLA 	at	 9	CAL  	 	   	A	C	W	d1     				2022-03-25T20:30:00.000Z
2022-03-25	 4:00pm	 6	DUKE 	at	15	FSU  	 	   	A	C	W	d1     				2022-03-25T20:00:00.000Z
2022-03-25	 3:00pm	 7	UVA  	at	  	LOU  	 	   	A	C	W	d1     				2022-03-25T19:00:00.000Z
2022-03-25	 3:00pm	 8	NCST 	at	  	BC   	 	   	A	C	W	d1     				2022-03-25T19:00:00.000Z
2022-03-25	 6:00pm	11	BAY  	at	19	OKLA 	 	   	A	C	W	d1     				2022-03-25T22:00:00.000Z
2022-03-25	12:00pm	14	A&M  	at	22	TENN 	 	   	A	C	W	d1     				2022-03-25T16:00:00.000Z
2022-03-25	 4:30pm	18	USC  	at	17	STAN 	 	   	A	C	W	d1     				2022-03-25T20:30:00.000Z
2022-03-25	 3:00pm	  	ODU  	at	23	PRIN 	 	   	A	 	W	d1     				2022-03-25T19:00:00.000Z
2022-03-25	 4:00pm	  	ARK  	at	25	AUB  	 	   	A	C	W	d1     				2022-03-25T20:00:00.000Z
2022-03-25	 1:00am	  	SE MO	at	  	EIU  	 	   	A	C	W	d1     				2022-03-25T05:00:00.000Z
2022-03-25	10:00am	  	FGCU 	at	  	STET 	 	   	A	C	W	d1     				2022-03-25T14:00:00.000Z
2022-03-25	11:00am	  	LIP  	at	  	BELL 	 	   	A	C	W	d1     				2022-03-25T15:00:00.000Z
2022-03-25	11:00am	  	JVST 	at	  	LIB  	 	   	A	C	W	d1     				2022-03-25T15:00:00.000Z
2022-03-25	11:00am	  	UTEP 	at	  	TARL 	 	   	A	 	W	d1     				2022-03-25T15:00:00.000Z
2022-03-25	12:00pm	  	HOU  	at	  	USF  	 	   	A	C	W	d1     				2022-03-25T16:00:00.000Z
2022-03-25	 1:00pm	  	BG   	at	  	MIAOH	 	   	A	C	W	d1     				2022-03-25T17:00:00.000Z
2022-03-25	 1:00pm	  	NIU  	at	  	TOL  	 	   	A	C	W	d1     				2022-03-25T17:00:00.000Z
2022-03-25	 1:30pm	  	ORU  	at	  	CRE  	 	   	A	 	W	d1     				2022-03-25T17:30:00.000Z
2022-03-25	 2:00pm	  	GMU  	at	  	RICH 	 	   	A	C	W	d1     				2022-03-25T18:00:00.000Z
2022-03-25	 2:00pm	  	W ILL	at	  	IUPUI	 	   	A	 	W	d1     				2022-03-25T18:00:00.000Z
2022-03-25	 2:00pm	  	IWORD	at	  	NWSU 	 	   	A	C	W	d1     				2022-03-25T18:00:00.000Z
2022-03-25	 2:00pm	  	UTM  	at	  	SIUE 	 	   	A	C	W	d1     				2022-03-25T18:00:00.000Z
2022-03-25	 2:00pm	  	AFA  	at	  	UNM  	 	   	A	C	W	d1     				2022-03-25T18:00:00.000Z
2022-03-25	 2:30pm	  	WVU  	at	  	TCU  	 	   	A	C	W	d1     				2022-03-25T18:30:00.000Z
2022-03-25	 3:00pm	  	BYU  	at	  	GONZ 	 	   	A	C	W	d1     				2022-03-25T19:00:00.000Z
2022-03-25	 3:00pm	  	NMSU 	vs	  	UTRGV	 	   	N	C	W	d1     				2022-03-25T19:00:00.000Z
2022-03-25	 3:00pm	  	ARIZ 	vs	  	RICE 	 	   	N	 	W	d1     				2022-03-25T19:00:00.000Z
2022-03-25	 3:00pm	  	MD   	at	  	ILL  	 	   	A	C	W	d1     				2022-03-25T19:00:00.000Z
2022-03-25	 3:30pm	  	VT   	at	  	ND   	 	   	A	C	W	d1     				2022-03-25T19:30:00.000Z
2022-03-25	 4:00pm	  	WAKE 	at	  	SYR  	 	   	A	C	W	d1     				2022-03-25T20:00:00.000Z
2022-03-25	 4:00pm	  	SF   	at	  	PAC  	 	   	A	C	W	d1     				2022-03-25T20:00:00.000Z
2022-03-25	 5:00pm	  	MSST 	at	  	SCAR 	 	   	A	C	W	d1     				2022-03-25T21:00:00.000Z
2022-03-25	 5:00pm	  	UCD  	at	  	HAW  	 	   	A	C	W	d1     				2022-03-25T21:00:00.000Z
2022-03-25	 6:00pm	  	MIZZ 	at	  	BAMA 	 	   	A	C	W	d1     				2022-03-25T22:00:00.000Z
2022-03-25	 7:00pm	  	SBU  	at	  	DUQ  	 	   	A	C	W	d1     				2022-03-25T23:00:00.000Z
2022-03-25	 6:00am	  	UCR  	at	  	CHAM 	 	   	A	 	W	d1/d2  				2022-03-25T10:00:00.000Z
2022-03-26	 3:00pm	 5	UCLA 	at	17	STAN 	 	   	A	C	W	d1     				2022-03-26T19:00:00.000Z
2022-03-26	 3:00pm	18	USC  	at	 9	CAL  	 	   	A	C	W	d1     				2022-03-26T19:00:00.000Z
2022-03-26	 1:00am	  	HOW  	at	  	HAMP 	 	   	A	 	W	d1     				2022-03-26T05:00:00.000Z
2022-03-26	10:00am	  	ALST 	at	  	ALA&M	 	   	A	C	W	d1     				2022-03-26T14:00:00.000Z
2022-03-26	10:00am	  	CCAR 	at	  	ARST 	 	   	A	C	W	d1     				2022-03-26T14:00:00.000Z
2022-03-26	10:00am	  	ULM  	at	  	GASO 	 	   	A	C	W	d1     				2022-03-26T14:00:00.000Z
2022-03-26	11:00am	  	ULLAF	at	  	GAST 	 	   	A	C	W	d1     				2022-03-26T15:00:00.000Z
2022-03-26	11:00am	  	IOWA 	at	  	IND  	 	   	A	C	W	d1     				2022-03-26T15:00:00.000Z
